ID,label,type,exposure cohort,exposure role,exposure categories,exposures,quote,source,confidence,note,classified by,checked by
COHO:0000440,Netherlands Study of Depression and Anxiety,cohort,no,,,,"The Netherlands Study of Depression and Anxiety (NESDA, www.nesda.nl) is a longitudinal, multi-site, naturalistic, case-control cohort study set up to examine the etiology, course and consequences of depressive and anxiety disorders.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A33773360+AND+SRC%3AMED&format=json&resultType=core,high,"NESDA recruited adults with current or remitted depressive and/or anxiety disorders, at-risk persons and healthy controls from the general population, primary care and mental health care to follow the course of these disorders; a case-control disease cohort with no defining exposure.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000441,"Health, Aging and Body Composition Study",cohort,no,,,,"The Health, Aging, and Body Composition (Health ABC) study11 was a prospective longitudinal observational study designed to assess the association of body composition with physical function and disability in older adults.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7218493/fullTextXML,high,"Health ABC enrolled community-dwelling adults aged 70-79 from Medicare lists and Black residents of Pittsburgh and Memphis to study body composition, functional decline and disability in ageing; a population cohort of older adults with a broad purpose, selected neither for exposure nor for disease.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000442,Michigan Genomics Initiative,cohort,no,,,,"Here, we describe the Michigan Genomics Initiative (MGI), a single-health-system biobank currently consisting of >91,000 participants recruited primarily during surgical encounters at Michigan Medicine.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A36819667+AND+SRC%3AMED&format=json&resultType=core,high,"MGI is a health-system biobank of adult patients consented mainly at surgery, enriched for many diseases but for none in particular; a broad disease-genetics resource, not a cohort of patients with one disease, and no exposure defines it.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000443,Immune and Metabolic Markers during Pregnancy and Child Development Study,cohort,no,,,,"Although this cohort was ascertained for children with autism spectrum disorder (ASD) and other neurodevelopmental disorders (DD), we gained novel insight into how maternal and fetal genetics shape levels of immune mediators in pregnancy.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13340790/fullTextXML,high,"IMPaCT is a case-control study of KPNC mother-child pairs oversampling children later diagnosed with autism spectrum disorder or other developmental delay, with general-population controls, to study maternal immune and metabolic markers in pregnancy; the cases of a case-control study make it a disease cohort, and no environmental exposure defines it.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000444,Cohorts for Heart and Aging Research in Genomic Epidemiology Consortium,cohort aggregation,no,,,,"Special features of the CHARGE consortium are the large overall sample size, the population-based recruitment of cohort members, the standardized methods of data collection, and the prospective follow-up for clinical events.",https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC2875693/unicode,medium,"CHARGE collects large prospective population-based cohorts (AGES, ARIC, CHS, FHS, Rotterdam and later others) for GWAS meta-analysis across many cardiovascular and ageing-related phenotypes; its members are population cohorts and its stated purpose is methodological and broad (heart and ageing research), so it is neither an exposure nor a single-disease aggregation.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000445,Helsinki Birth Cohort Study,cohort,no,,,,"This study was carried out in 1082 subjects belonging to the Helsinki Birth Cohort Study, which consists of men and women born between 1934 and 1944, in Helsinki, Finland, representing a general population of elderly people.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5036950/fullTextXML,high,"HBCS is a birth cohort of all singletons born in two Helsinki maternity hospitals in 1934-1944, followed to study how early life shapes adult health; a general-population birth cohort, and the persistent-organic-pollutant analysis in one paper is a use of the cohort, not its design.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000446,Generation R Study,cohort,yes,designed to study exposures,diet | other,environmental determinants | endocrine determinants | lifestyle related determinants | nutritional determinants,"Main exposures of interest include environmental, endocrine, genomic (genetic, epigenetic, microbiome), lifestyle related, nutritional and socio-demographic determinants.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A28070760+AND+SRC%3AMED&format=json&resultType=core,medium,"Generation R is a population-based birth cohort in Rotterdam designed to identify early environmental and genetic causes of growth, development and health, naming environmental, endocrine, lifestyle and nutritional determinants as its main exposures of interest, and it is listed in the Global Exposome Cohort Catalogue; its outcomes are broad, so it is not a disease cohort.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000447,500 Functional Genomics,cohort,no,,,,The 500FG cohort is a population-based cohort of healthy individuals of Western European ancestry consisting of 237 males and 296 females with age range of 18-75 years.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10851559/fullTextXML,high,"500FG is about 500 healthy adult volunteers recruited at Radboudumc to characterise variation in cytokine and immune responses; the host and environmental factors it examines (age, sex, BMI, season, vitamin D) are not environmental exposures in the sense used here, and healthy volunteers are not a disease cohort.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000448,MyCode Community Health Initiative,cohort,no,,,,"In 2007, Geisinger launched MyCode, a system-wide biobanking program to link samples and EHR data for broad research use.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A26866580+AND+SRC%3AMED&format=json&resultType=core,high,MyCode is a health-system biobank of Geisinger patients consented for broad research use with EHR linkage and genotype and exome data; patients of an integrated health system without selection for one disease or for an exposure.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000449,23andMe research cohort,cohort,no,,,,"All participants were drawn from the customer base of 23andMe, Inc., a direct-to-consumer genetics company.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8562028/fullTextXML,high,The 23andMe research cohort is the company's consenting customer base answering online questionnaires; unselected consumers with no defining exposure or disease.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000450,LIFE-Adult-Study,cohort,no,,,,"The LIFE-Adult-Study is a population-based cohort study, which has recently completed the baseline examination of 10,000 randomly selected participants from Leipzig, a major city with 550,000 inhabitants in the east of Germany.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A26197779+AND+SRC%3AMED&format=json&resultType=core,high,"LIFE-Adult is a random population sample of Leipzig adults deeply phenotyped for major civilization diseases (metabolic, vascular, cognitive, depression, sleep, retinal, allergies); a broad multi-disease purpose in an unselected population, with no defining exposure.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000451,Red Blood Cell-Omics Study,cohort,no,,,,"As part of the REDS-III RBC-Omics study, a cohort of 12,535 volunteer blood donors were enrolled to donate a unit of blood that was processed into RBC components that were characterized for storage hemolysis parameters.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9763692/fullTextXML,high,"RBC-Omics enrolled about 13,400 volunteer blood donors at four US blood centres to study donor iron metabolism and red-cell storage haemolysis; unselected donors, not a disease or exposure cohort.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000452,Corogene Study,cohort,no,,,,"Corogene is a prospective, consecutive cohort study of Finnish patients referred for coronary angiography to the Helsinki University Central Hospital between 2006 and 2008.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4929378/fullTextXML,high,"Corogene is a consecutive series of Finnish patients referred for coronary angiography, assembled to study genetic predisposition to coronary heart disease, with its acute coronary syndrome cases forming a case-control sample against FINRISK controls; a patient cohort with no defining exposure.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000453,Health 2000 GenMets Study,cohort,no,,,,"In the current study, we used the GenMets sample, which includes individuals with metabolic syndrome and matched control subjects drawn from the Health 2000 study.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4237993/fullTextXML,high,"GenMets is a case-control sub-cohort of the Finnish Health 2000 survey of participants with metabolic syndrome and matched controls, genotyped for the genetics of metabolic syndrome; the cases of a case-control study, with no defining exposure.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000454,Qatar Metabolomics Study on Diabetes,cohort,no,,,,Inclusion criteria were a primary form of type 2 diabetes (for patients) or an absence of type 2 diabetes (for controls).,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4499109/fullTextXML,high,"QMDiab is a cross-sectional case-control study of 374 people with and without type 2 diabetes enrolled at Hamad Medical Corporation in Doha for multi-fluid metabolomics of diabetes; a patient case-control cohort, not an exposure cohort.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000455,Genetic Study of Atherosclerosis Risk,cohort,no,,,,Participants came from EA and AA families identified from 1983 to 2006 from probands with a premature coronary disease event before 60 years of age who were identified at the time of hospitalization in any of 10 Baltimore area hospitals.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9086181/fullTextXML,high,"GeneSTAR enrolled the apparently healthy 30-59-year-old siblings of probands hospitalised with a premature coronary disease event before age 60 in Baltimore, to find environmental, phenotypic and genetic causes of premature cardiovascular disease; relatives of patients are an at-risk disease cohort, and the two-week aspirin trial is a medication, not an environmental exposure.","Claude Fable 5.1 (Anthropic), 2026-09",
