child,child label,parent,parent label,relation,verdict,quote,URL,note,batch
COHO:0001210,Carolina Breast Cancer Study,COHO:0001297,Chicago Cancer Prone Study,,rejected,,,"The sentences are an abbreviation list in a table footnote naming several separate breast cancer studies (CBCS, CCPS, BWHS, ...); no link between them.",s017
COHO:0000480,National Alzheimer's Coordinating Center,COHO:0000838,NPDPSC pathology-confirmed rpAD,,rejected,,,"NACC and the NPDPSC pathology-confirmed rpAD set are separate case sources analysed in the same paper (NACC clinical rpAD/tAD; NPDPSC autopsy brains); the NPDPSC samples are from the prion surveillance center, not NACC, and NACC is not drawn from NPDPSC.",s017
COHO:0001433,Warfarin Anticoagulation in Patients in sub-Saharan Africa,COHO:0001361,International Warfarin Pharmacogenetics Consortium,,rejected,,,"War-PATH cohorts (Uganda, South Africa, Zimbabwe) and the IWPC African American cohort (recruited in the USA by IWPC members) are separate cohorts combined in the analysis; War-PATH is not part of IWPC.",s017
COHO:0000182,Wellcome Trust Case Control Consortium,COHO:0000489,Center for Applied Genomics Biobank,,rejected,,,"The UK controls were genotyped as part of WTCCC, and a separate US JIA cohort came from CHOP/CAG; the two are distinct sources, and WTCCC is not part of the CHOP biobank.",s017
COHO:0000176,UK Biobank,COHO:0000695,SpiroMeta Consortium,,rejected,,,In Shrine et al. 2019 UK Biobank and the SpiroMeta Consortium are two separate discovery resources meta-analysed together; a UK Biobank subset was used only as the LD reference for SpiroMeta. The paper does not state UK Biobank is a SpiroMeta member.,s017
COHO:0001149,Biomarkers and Stratification To Optimise outcomes in Psoriasis,COHO:0000176,UK Biobank,,rejected,,,"BSTOP is a separate psoriasis-only cohort whose PRS distribution is compared with UK Biobank sub-cohorts; the 'UK Biobank sub-cohorts' are subsets of UK Biobank, not BSTOP.",s017
COHO:0000730,Genetics Of Mortality In Critical Care,COHO:0001189,HostSeq initiative,memberOf,confirmed,"For the leave-one-out study subsets we chose the BQC19 and GenOMICC studies to be sequentially excluded, because BQC19 is the largest study within HostSeq and accounts for more than half of the cases in HostSeq, and GenOMICC is the most restricted study in terms of recruitment and predominantly consists of hospitalized cases.",https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC10990181/unicode,"HostSeq (typed cohort aggregation) collects 15 independent Canadian studies; GenOMICC is one of them, here the Ontario arm of the international GenOMICC study (328 samples). The HostSeq resource paper (PMC10152008, Table 1 'Status of DNA sample sequencing') lists 'The Genetics of Mortality in Critical Care GenOMICC 328 331' among the contributing studies. Curator may prefer to note that only GenOMICC's Canadian participants are in HostSeq.",s017
COHO:0000484,Hypertension Genetic Epidemiology Network,COHO:0000985,Trans-Omics for Precision Medicine Program,memberOf,confirmed,"NHLBI TOPMed: Hypertension Genetic Epidemiology Network (HyperGEN) The HyperGEN Study is part of the National Heart, Lung, and Blood Institute (NHLBI) Family Blood Pressure Program; collection of the data represented here was supported by grants U01 HL054472 (MN Lab), U01 HL054473 (DCC), U01 HL054495 (AL FC), and U01 HL054509 (NC FC).",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41467-025-58420-2/MediaObjects/41467_2025_58420_MOESM1_ESM.pdf,"TOPMed is the aggregation, not a sub-cohort of HyperGEN. The supplement's study acknowledgements list each TOPMed study under a heading 'NHLBI TOPMed: <study>' (Amish, ARIC, MESA, SAFS, WHI and others), and HyperGEN has one, followed by 'with whole-genome sequencing made possible by supplement -18S1'. So HyperGEN is a TOPMed study: HyperGEN memberOf TOPMed. The evidence is a heading, not a sentence; no other cached document names HyperGEN with TOPMed.",s018
COHO:0001038,Vitamin Intervention for Stroke Prevention,COHO:0000438,Healthy Aging in Neighborhoods of Diversity across the Life Span,,rejected,,,"HANDLS participants were used as stroke-free controls for the African-ancestry VISP cases. The two studies were combined in one analysis. VISP is a separate trial, not drawn from HANDLS.",s018
COHO:0000176,UK Biobank,COHO:0000905,Consortium for Refractive Error and Myopia,,rejected,,,"The sentences name UK Biobank and the CREAM Consortium side by side as separate GWAS sources for a PGS, or run separate analyses in each. None says UK Biobank is a CREAM member cohort.",s018
COHO:0000732,Kentucky Case-Control Study,COHO:0000024,Cancer Prevention Study,,rejected,,,"The Kentucky case-control study and the American Cancer Society CPS II nested case-control study are listed as two separate CORECT studies. The Kentucky study is population-based, with controls from random-digit dialling, and is not drawn from CPS-II.",s018
COHO:0000089,Health and Retirement Study,COHO:0002645,Harmonized Diagnostic Assessment of Dementia for the Longitudinal Aging Study in India,,rejected,,,The paper compares biomarker samples from HRS (the 2016 VBS subsample) and LASI-DAD (a sub-sample of LASI). Neither is part of the other; they are sister studies analysed in parallel.,s018
COHO:0000649,San Antonio Family Study,COHO:0000344,Type 2 Diabetes Genetic Exploration by Next-generation sequencing in multi-Ethnic Samples,memberOf,confirmed,"From the SAFS families, 20 large pedigrees, consisting of 1043 individuals, were selected for T2D-GENES Project 2 by focusing on large lineages to maximize the number of potential copies of founder alleles and to get an optimal ratio of sequencing efficiency and number of individuals with type 2 diabetes.",https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC4145406/unicode,"The GAW18 paper describes the T2D-GENES Consortium (Methods, 'T2D-GENES study'). It says its Project 2 family data 'were drawn from two San Antonio-based family studies: SAFHS and SAFDGS', and that 20 SAFS pedigrees were selected for sequencing. So SAFS is a contributing cohort of the T2D-GENES consortium.",s018
COHO:0001213,Northern Finland Birth Cohort 1966,COHO:0000071,FINRISK,,rejected,,,"The sentence lists the cohorts analysed on one metabolomics platform. NFBC 1966 and the FINRISK 1997 subsample appear as separate items. NFBC1966 is a birth cohort, not a FINRISK survey.",s018
COHO:0000162,TEENs of Attica: Genes and Environment,COHO:0000166,The MANOLIS cohort,,rejected,,,TEENAGE (Athens adolescents) and HELIC-MANOLIS (Cretan isolate) are separate Greek cohorts analysed side by side in an MDS plot and in the cohort descriptions. Neither is drawn from the other.,s018
COHO:0000119,Multi-Ethnic Study of Atherosclerosis,COHO:0000409,Women's Health Initiative,,rejected,,,MESA and WHI appear only in a list of acknowledged studies and as separate Asian American subsets in an ancestry comparison. MESA is not part of WHI.,s018
COHO:0001072,FIN-D2D 2007,COHO:0000393,Metabolic Syndrome in Men Study,,rejected,,,FIN-D2D 2007 and METSIM are listed as separate Finnish samples pooled for one variance calculation. Neither is part of the other.,s018
COHO:0000527,Health Professionals Follow-up Study,COHO:0000740,Agricultural Health Study,,rejected,,,HPFS and AHS are listed as separate stage II case-control sources for a prostate cancer study. HPFS is not part of AHS.,s018
COHO:0001170,Global Biobank Meta-analysis Initiative,COHO:0000784,MEGASTROKE consortium,,rejected,,,"The GBMI ischemic stroke meta-analysis 'further combined the results with previously published MegaStroke'. That is a combination of results, not membership: GBMI is not a member of MEGASTROKE (MEGASTROKE predates it).",s018
COHO:0000989,African American Breast Cancer Consortium,COHO:0001033,Genome-Wide Association Study of Breast Cancer in the African Diaspora,,rejected,,,AABC and ROOT are two separate consortia whose results were combined in an 'AABC/ROOT meta-analysis' (PMC5975608) or analysed side by side with AMBER (PMC5445618). PMC5445618 lists ROOT's six studies and AABC's own studies separately; AABC is not a member of ROOT.,s019
COHO:0001179,Genetic Modifier Study,COHO:0001158,US Cystic Fibrosis Twin and Sibling Study,,rejected,,,"The Genetic Modifier Study (UNC/CWRU case-control study) and the US CF Twin and Sibling Study (JHU) are listed as separate contributing cohorts (PMC9136666 compares UNC, UW and JHU cohorts; PMC2995003 acknowledgements name them side by side). Neither is part of the other.",s019
COHO:0001339,Genetics of Childhood Cancer Treatment,COHO:0000537,Molecular Genetics of Adverse Drug Reactions in Childhood Study,,rejected,,,GO-CAT and United Kingdom MAGIC are two separate cohorts analysed together in PMC9870026 ('the GO-CAT and United Kingdom MAGIC study cohort'); nothing says GO-CAT was drawn from MAGIC.,s019
COHO:0000296,Malmö Diet and Cancer Study,COHO:0000985,Trans-Omics for Precision Medicine Program,,rejected,,,TOPMed is mentioned only as the imputation reference panel used for the Malmo Diet and Cancer Study genotypes (PMC10638276); this does not make MDC a TOPMed member study.,s019
COHO:0000066,European Prospective Investigation of Cancer-Norfolk,COHO:0000123,National Health Service Blood and Transplant,,rejected,,,"The sentence (PMC9671801) says INTERVAL, not EPIC-Norfolk, was recruited at centres of NHS Blood and Transplant; NHSBT is an institution, not a cohort. EPIC-Norfolk is simply the other cohort in the analysis.",s019
COHO:0001300,Cancer Genetic Markers of Susceptibility,COHO:0000527,Health Professionals Follow-up Study,,rejected,,,"PMC3298855 says 'NHS (part of the CGEMS)', i.e. the Nurses' Health Study breast cancer GWAS, not HPFS. In PMC3374121, HPFS is a Stage II replication study of that paper, while the CGEMS samples are the Stage I studies (CPS-II, ATBC, CeRePP, PLCO); HPFS is not described as part of CGEMS, and CGEMS is not a sub-cohort of HPFS.",s019
COHO:0000002,1000 Genomes,COHO:0000176,UK Biobank,,rejected,,,1000 Genomes appears only as an imputation reference panel for UK Biobank data and as an ancestry reference dataset alongside UKBB; no sub-cohort relation.,s019
COHO:0001026,MRC National Survey of Health and Development,COHO:0000125,Netherlands Twin Registry,,rejected,,,NSHD and NTR are separate cohorts listed side by side in a polygenic score analysis of age at onset of walking (PMC12283345); no link between them.,s019
COHO:0000916,International Glaucoma Genetics Consortium,COHO:0001170,Global Biobank Meta-analysis Initiative,,rejected,,,"PMC10897632 combines the IGGC meta-analysis with GBMI data (excluding FinnGen, 'a subset present in IGGC'). IGGC and GBMI are separate consortia that share some studies; IGGC is not a member of GBMI.",s019
COHO:0000512,iPSYCH case-cohort study,COHO:0001624,Copenhagen Lung Cancer Study,,rejected,,,"Name clash: the match on the synonym 'Copenhagen' is the city (genotyping 'at Statens Serum Institut, Copenhagen DK'), not the Copenhagen Lung Cancer Study. iPSYCH has nothing to do with that study.",s019
COHO:0001126,Treatment Options for Type 2 Diabetes in Adolescents and Youth,COHO:0000882,SEARCH for Diabetes in Youth,,rejected,,,TODAY and SEARCH are two separate studies whose youth with T2D were genotyped together as part of the ProDiGY consortium (PMC8459445). TODAY is not a sub-cohort of SEARCH; both would be members of ProDiGY if COHO has that aggregation.,s019
COHO:0001126,Treatment Options for Type 2 Diabetes in Adolescents and Youth,COHO:0000705,DIAGEN Study,,rejected,,,"Name clash: the synonym 'Diabetes Genetics' of the DIAGEN Study matched inside 'Progress in Diabetes Genetics in Youth (ProDiGY) consortium' (PMC8459445). DIAGEN, a German study, is not mentioned.",s019
COHO:0000115,MIRAGE,COHO:0001172,Genetic and Environmental Risk Factors for Alzheimer's Disease Among African Americans Study,,rejected,,,"PMC3356921 uses two separate African American samples: MIRAGE Study families, and 'a second group of primarily unrelated individuals' from the GenerAAtions Study, identified through the Henry Ford Health System. They are two distinct studies analysed together. Neither is part of the other.",s020
COHO:0001483,African American Breast Cancer Epidemiology and Risk Consortium,COHO:0001033,Genome-Wide Association Study of Breast Cancer in the African Diaspora,,rejected,,,"PMC5445618 runs 'a fixed effects meta-analysis ... using data from AMBER and ROOT'. The two consortia are pooled side by side, and nothing says AMBER is a member of ROOT.",s020
